created_at,temperature,humidity,motion,gas,alarm,is_night,motion_duration_sec,class,reason
2026-06-21T01:22:02.435982,31.3,57.0,0,0,0,1,0,1,warm
2026-06-21T01:22:06.447591,31.3,57.0,0,0,0,1,0,1,warm
2026-06-21T01:22:06.448687,31.4,58.0,0,0,0,1,0,1,warm
2026-06-21T01:22:08.454035,31.3,58.0,0,0,0,1,0,1,warm
2026-06-21T01:22:10.460632,31.1,58.0,0,0,0,1,0,1,warm
2026-06-21T01:22:12.466187,31.8,58.0,0,0,0,1,0,1,warm
2026-06-21T01:22:14.472231,31.7,57.0,1,0,0,1,0,1,warm
2026-06-21T01:22:16.478080,31.1,57.0,1,0,0,1,2,1,warm
2026-06-21T01:22:18.485748,31.7,57.0,1,0,0,1,3,1,warm
2026-06-21T01:22:20.489561,31.5,57.0,0,0,0,1,0,1,warm
2026-06-21T01:22:24.503484,31.8,58.0,0,0,0,1,0,1,warm
2026-06-21T01:22:24.504723,30.5,58.0,0,0,0,1,0,1,warm
2026-06-21T01:22:26.508614,30.7,58.0,0,0,0,1,0,1,warm
2026-06-21T01:22:28.514745,30.2,58.0,1,0,0,1,0,1,warm
2026-06-21T01:22:30.520573,30.4,58.0,0,0,0,1,0,1,warm
2026-06-21T01:22:32.526666,30.2,58.0,1,0,0,1,0,1,warm
2026-06-21T01:22:34.532237,30.6,58.0,1,0,0,1,0,1,warm
2026-06-21T01:22:36.538510,30.5,58.0,1,0,0,1,0,1,warm
2026-06-21T01:22:38.544783,30.9,58.0,1,0,0,1,0,1,warm
2026-06-21T01:22:40.550636,30.5,58.0,0,0,0,1,0,1,warm
2026-06-21T01:22:42.556847,30.3,58.0,1,0,0,1,0,1,warm
2026-06-21T01:22:44.563246,30.7,58.0,1,0,0,1,2,1,warm
2026-06-21T01:22:46.568792,30.9,62.0,1,0,1,1,5,2,night_sustained_motion
2026-06-21T01:22:48.575360,30.1,61.0,1,0,1,1,7,2,night_sustained_motion
2026-06-21T01:22:50.579996,30.0,60.0,1,0,1,1,7,2,night_sustained_motion
2026-06-21T01:22:54.591799,30.5,60.0,1,0,0,1,0,1,warm
2026-06-21T01:22:54.592806,30.4,62.0,1,0,0,1,2,1,warm
2026-06-21T01:22:56.597136,30.7,61.0,1,0,0,1,4,1,warm
2026-06-21T01:22:58.603053,30.9,61.0,1,0,1,1,5,2,night_sustained_motion
2026-06-21T01:23:00.608608,30.6,61.0,0,0,0,1,0,1,warm
2026-06-21T01:23:02.615064,30.4,60.0,0,0,0,1,0,1,warm
2026-06-21T01:23:04.621920,30.5,60.0,0,0,0,1,0,1,warm
